x,y,z
1368.1628544720356,133.84112412914925,27.25858257285541
1365.647520104131,133.8524642035626,26.585954769237574
1362.802022072689,133.90846482974686,25.511995647070826
1360.4910875741807,133.945550016382,24.455192419691294
1358.5794027763584,134.2264867818236,23.50489856787596
1355.9172588911733,134.26254447731333,22.455566026473743
1353.9321987699043,134.25749617155273,21.797483260074834
1351.6108220397346,133.92317954313373,21.14268784004418
1349.814808536454,133.89981412075096,20.50574044681744
1347.729812428929,133.8895722753828,20.551164729199485
1346.052348090963,133.55642675413495,20.231943820749805
1344.1106653394527,133.5245285925834,20.651677202031905
1342.1809048933362,133.16498912370386,21.06716634914354
1340.455273366327,132.8293352146511,21.100132773560833
1338.443796012282,132.50505236101773,21.81876226585177
1336.3712601125965,132.16813405163109,21.859221732489715
1334.241912447022,132.15612874709652,22.256242043190355
1332.1234318702795,131.81630134404244,22.650161648250613
1329.860436780574,131.49732676470597,22.67011474886566
1327.77899340023,131.48923617427738,22.712811551334525
1325.5514000189664,131.13544314147853,22.778990241463415
1323.4255563700713,131.12467976994046,23.1749035616832
1321.145577852141,131.46187510852636,23.1997049908588
1319.0659949500593,131.45493674892603,23.240857676719827
1316.7875095192308,131.42770223929287,23.661039394516216
1314.553494142298,131.76899903320222,23.330865759375055
1312.2408380084228,131.7742952120758,23.707308380626547
1310.0007946822682,132.0803864294157,23.773065905075438
1307.9591834064877,132.4073757258459,23.459720751708307
1306.0739679473975,132.38780026781572,23.515253091485327
1304.0397225843508,132.3877177575793,23.198815520144784
1301.815717244975,132.04053284087806,23.257119661352952
1299.7461868002297,131.7086143895105,23.292104224615283
1297.5259696048947,131.39485374268065,22.95617066697857
1295.4619287962842,130.7347530863062,22.989001409771827
1293.3888246054285,130.76282431557107,22.633518292355397
1291.1265721987995,130.4440970707561,22.653124969322807
1289.0559223491086,130.11246569266658,22.68765950784598
1286.8275176172074,130.12633583142033,22.354030871114198
1284.757883254731,129.82410391594016,21.998973326841433
1282.7202159342685,129.82541424217663,21.679588221155697
1280.4567622383586,129.5058571234904,21.700142146426604
1278.3851224283803,129.2022340740075,21.34667705663516
1276.3087960916534,129.19961556229893,21.382374624560306
1274.048881688391,128.5504508090244,21.4021914332557
1272.1674330343653,128.23439448622165,21.06223259279342
1269.9063474550003,127.58471502370975,21.08270251066953
1267.9908705532646,126.93524347286669,21.097712310599373
1266.1073993888037,126.61820960314218,20.758300665561
1264.0012255222407,125.9543350977755,21.14695379385235
1262.1167111867726,125.63692354178069,20.807659449936505
1260.0103728066558,124.97358422909831,21.196439252596242
1257.936202496954,124.64294613318836,21.229665153871462
1255.6699445618142,124.3218811662849,21.25316842617466
1253.5976398790058,123.66253532892428,21.284760007364472
1251.4832272940039,123.6794945023251,21.29540756407237
1249.1836595141863,123.35512961605691,21.677195046544707
1247.0685699697397,123.70012647102604,21.6905027640747
1244.7679050632391,124.03303774674269,22.075148727687868
1242.6205302294109,125.03145650983564,22.4485072317483
1241.0503654552351,126.00525818630386,22.84290274472583
1239.1369579660254,126.97899268291748,23.241489552492173
1237.21875747633,127.64337211092725,23.263096792408444
1235.6157209622734,128.3032758601763,23.635537924413352
1233.983787080704,128.62956881914945,24.363517247687888
1232.728057743871,128.96002492919317,24.730014873265024
1230.9457869891507,129.2782732848227,25.4688757615317
1229.1945248456689,129.2730902248988,25.85144554128735
1227.3768423376846,129.60409634981167,26.573716874178306
1225.408152621053,129.92776526924874,27.30658560642023
1223.8423800737319,130.26114100654803,27.322733370866718
1221.5320672107405,130.2561791758762,28.06159010913217
1219.9408729080606,130.9111560355792,28.432700263801983
1218.2261158381243,131.56542076575238,28.457251950064812
1216.6372787007117,132.21961078451073,28.827960159167688
1215.1186326287911,133.52336188752219,28.85310641570222
1213.3534400217916,134.16541788219,29.585651180115512
1211.4138926653807,135.12257216551004,30.677932556568805
1209.4800087534632,136.4053883513739,31.76599612929895
1205.4447905813124,134.45524870718646,33.21158717002306
1203.383133642722,134.75996779058633,33.9564292975473
1200.1654260694563,135.73278871815197,35.041769030557084
1199.844957804177,138.6115450570958,35.77178271921019
1194.7204541477747,137.0299103262838,36.15618058684876
1192.889238506239,137.98904787007692,36.535085338296334
1191.2350664294888,138.9600368325137,36.55415766837165
1189.9310807202778,139.2687559235114,36.93065806560078
1187.076180350575,139.92642179107062,37.303348198584665
1185.5549192515543,140.8923741191695,37.668369432069
1183.8755024873788,141.51155859647167,38.7459237701254
1183.646223789911,142.16488889417545,38.39538973921672
1187.1925473087779,142.1323805119034,38.412302330855155
1186.7502881595026,142.15184236336177,37.71450394225962
1186.9457534100582,142.16909405489096,37.00553224254845
1181.9666735732694,141.56583577839513,36.65600008379124
1181.6931092285397,141.2474795637193,36.6577415985366
1181.459585278715,140.92681193389728,36.66156136345333
1185.6221541188982,141.20824579581054,36.9919871748396
1180.7052388457441,140.2518052479679,37.73513473781017
1178.5402277981882,139.91700593040974,38.471581474310256
1178.3125899910478,139.8912906327839,39.18156684491561
1175.6147868461019,139.2334496195916,39.92812513554414
1174.3804444819712,138.9029454014337,40.30098660884971
1173.704222654707,139.21054520247236,41.01044744930794
1171.9719592208985,139.5204683717802,41.733465739289905
1169.6448150492156,139.19252865999786,42.12466399633798
1167.5642233641277,138.85466117793382,42.86098010324254
1165.6040163462594,138.84044387375667,43.596869810001664
1164.2290201062376,138.8335512313686,43.96720187928993
1162.1509555988955,138.5111959448893,44.00304344601599
1162.0889834713776,139.16039270688427,43.98220276750082
1160.1283008021826,138.19723829018199,43.680408116742235
1158.5463823201126,138.19633348810711,43.709754161298626
1157.2174217522102,138.51457267946904,44.06818669502884
1155.2121114245517,138.834567946068,44.43369245565872
1154.6779633446126,139.1635164871972,44.7599723595022
1153.8943231903388,139.1599199060715,45.456696456753
1152.9232910644262,139.1568708859377,46.158098977626096
